Crisp_2dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 2
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Crisp
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(5, 1.0, 0.2): 0.266666666667
(5, 1.0, 0.225): 0.0666666666667
(5, 1.0, 0.25): 0.266666666667
(5, 1.0, 0.275): 0.466666666667
(5, 1.0, 0.3): 0.666666666667
(5, 10.0, 0.2): 0.133333333333
(5, 10.0, 0.225): 0.2
(5, 10.0, 0.25): 0.266666666667
(5, 10.0, 0.275): 0.466666666667
(5, 10.0, 0.3): 0.6
(5, 100.0, 0.2): 0.266666666667
(5, 100.0, 0.225): 0.266666666667
(5, 100.0, 0.25): 0.266666666667
(5, 100.0, 0.275): 0.4
(5, 100.0, 0.3): 0.6
(6, 0.1, 0.3): 0.466666666667
(6, 1.0, 0.2): 0.133333333333
(6, 1.0, 0.225): 0.333333333333
(6, 1.0, 0.25): 0.466666666667
(6, 1.0, 0.275): 0.6
(6, 1.0, 0.3): 0.466666666667
(6, 10.0, 0.2): 0.266666666667
(6, 10.0, 0.225): 0.133333333333
(6, 10.0, 0.25): 0.4
(6, 10.0, 0.275): 0.333333333333
(6, 10.0, 0.3): 0.466666666667
(6, 100.0, 0.2): 0.333333333333
(6, 100.0, 0.225): 0.133333333333
(6, 100.0, 0.25): 0.333333333333
(6, 100.0, 0.275): 0.466666666667
(6, 100.0, 0.3): 0.466666666667
(7, 0.1, 0.3): 0.6
(7, 1.0, 0.2): 0.533333333333
(7, 1.0, 0.225): 0.333333333333
(7, 1.0, 0.25): 0.4
(7, 1.0, 0.275): 0.666666666667
(7, 1.0, 0.3): 0.6
(7, 10.0, 0.2): 0.466666666667
(7, 10.0, 0.225): 0.333333333333
(7, 10.0, 0.25): 0.333333333333
(7, 10.0, 0.275): 0.466666666667
(7, 10.0, 0.3): 0.466666666667
(7, 100.0, 0.2): 0.266666666667
(7, 100.0, 0.225): 0.466666666667
(7, 100.0, 0.25): 0.466666666667
(7, 100.0, 0.275): 0.4
(7, 100.0, 0.3): 0.533333333333
(8, 1.0, 0.2): 0.4
(8, 1.0, 0.225): 0.466666666667
(8, 1.0, 0.25): 0.6
(8, 1.0, 0.275): 0.333333333333
(8, 1.0, 0.3): 0.466666666667
(8, 10.0, 0.2): 0.533333333333
(8, 10.0, 0.225): 0.4
(8, 10.0, 0.25): 0.466666666667
(8, 10.0, 0.275): 0.333333333333
(8, 10.0, 0.3): 0.4
(8, 100.0, 0.2): 0.466666666667
(8, 100.0, 0.225): 0.333333333333
(8, 100.0, 0.25): 0.533333333333
(8, 100.0, 0.275): 0.4
(8, 100.0, 0.3): 0.4
(9, 1.0, 0.2): 0.533333333333
(9, 1.0, 0.225): 0.333333333333
(9, 1.0, 0.25): 0.6
(9, 1.0, 0.275): 0.4
(9, 1.0, 0.3): 0.333333333333
(9, 10.0, 0.2): 0.533333333333
(9, 10.0, 0.225): 0.266666666667
(9, 10.0, 0.25): 0.533333333333
(9, 10.0, 0.275): 0.4
(9, 10.0, 0.3): 0.533333333333
(9, 100.0, 0.2): 0.266666666667
(9, 100.0, 0.225): 0.4
(9, 100.0, 0.25): 0.4
(9, 100.0, 0.275): 0.4
(9, 100.0, 0.3): 0.2

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.2): 0.666666666667
(0, 1.0, 0.225): 0.866666666667
(0, 1.0, 0.25): 0.733333333333
(0, 1.0, 0.275): 0.6
(0, 1.0, 0.3): 0.666666666667
(0, 10.0, 0.2): 0.866666666667
(0, 10.0, 0.225): 0.666666666667
(0, 10.0, 0.25): 0.733333333333
(0, 10.0, 0.275): 0.6
(0, 10.0, 0.3): 0.666666666667
(0, 100.0, 0.2): 0.733333333333
(0, 100.0, 0.225): 0.6
(0, 100.0, 0.25): 0.733333333333
(0, 100.0, 0.275): 0.733333333333
(0, 100.0, 0.3): 0.533333333333
(1, 0.1, 0.25): 0.6
(1, 0.1, 0.275): 0.4
(1, 1.0, 0.2): 0.6
(1, 1.0, 0.225): 0.6
(1, 1.0, 0.25): 0.466666666667
(1, 1.0, 0.275): 0.733333333333
(1, 1.0, 0.3): 0.6
(1, 10.0, 0.2): 0.466666666667
(1, 10.0, 0.225): 0.533333333333
(1, 10.0, 0.25): 0.6
(1, 10.0, 0.275): 0.533333333333
(1, 10.0, 0.3): 0.666666666667
(1, 100.0, 0.2): 0.6
(1, 100.0, 0.225): 0.6
(1, 100.0, 0.25): 0.533333333333
(1, 100.0, 0.275): 0.466666666667
(1, 100.0, 0.3): 0.4
(2, 1.0, 0.2): 0.733333333333
(2, 1.0, 0.225): 0.733333333333
(2, 1.0, 0.25): 0.666666666667
(2, 1.0, 0.275): 0.8
(2, 1.0, 0.3): 0.866666666667
(2, 10.0, 0.2): 0.933333333333
(2, 10.0, 0.225): 0.4
(2, 10.0, 0.25): 0.666666666667
(2, 10.0, 0.275): 0.666666666667
(2, 10.0, 0.3): 0.866666666667
(2, 100.0, 0.2): 0.466666666667
(2, 100.0, 0.225): 0.666666666667
(2, 100.0, 0.25): 0.733333333333
(2, 100.0, 0.275): 0.733333333333
(2, 100.0, 0.3): 0.6
(3, 1.0, 0.2): 0.533333333333
(3, 1.0, 0.225): 0.666666666667
(3, 1.0, 0.25): 0.533333333333
(3, 1.0, 0.275): 0.533333333333
(3, 1.0, 0.3): 0.533333333333
(3, 10.0, 0.2): 0.733333333333
(3, 10.0, 0.225): 0.666666666667
(3, 10.0, 0.25): 0.466666666667
(3, 10.0, 0.275): 0.8
(3, 10.0, 0.3): 0.266666666667
(3, 100.0, 0.2): 0.8
(3, 100.0, 0.225): 0.666666666667
(3, 100.0, 0.25): 0.533333333333
(3, 100.0, 0.275): 0.733333333333
(3, 100.0, 0.3): 0.533333333333
(4, 1.0, 0.2): 0.733333333333
(4, 1.0, 0.225): 0.733333333333
(4, 1.0, 0.25): 0.6
(4, 1.0, 0.275): 0.666666666667
(4, 1.0, 0.3): 0.666666666667
(4, 10.0, 0.2): 0.8
(4, 10.0, 0.225): 0.8
(4, 10.0, 0.25): 0.6
(4, 10.0, 0.275): 0.666666666667
(4, 10.0, 0.3): 0.733333333333
(4, 100.0, 0.2): 0.666666666667
(4, 100.0, 0.225): 0.666666666667
(4, 100.0, 0.25): 0.533333333333
(4, 100.0, 0.275): 0.666666666667
(4, 100.0, 0.3): 0.533333333333
(5, 1.0, 0.2): 0.733333333333
(5, 1.0, 0.225): 0.933333333333
(5, 1.0, 0.25): 0.733333333333
(5, 1.0, 0.275): 0.533333333333
(5, 1.0, 0.3): 0.333333333333
(5, 10.0, 0.2): 0.866666666667
(5, 10.0, 0.225): 0.8
(5, 10.0, 0.25): 0.733333333333
(5, 10.0, 0.275): 0.533333333333
(5, 10.0, 0.3): 0.4
(5, 100.0, 0.2): 0.733333333333
(5, 100.0, 0.225): 0.733333333333
(5, 100.0, 0.25): 0.733333333333
(5, 100.0, 0.275): 0.6
(5, 100.0, 0.3): 0.4
(6, 0.1, 0.3): 0.533333333333
(6, 1.0, 0.2): 0.866666666667
(6, 1.0, 0.225): 0.666666666667
(6, 1.0, 0.25): 0.533333333333
(6, 1.0, 0.275): 0.4
(6, 1.0, 0.3): 0.533333333333
(6, 10.0, 0.2): 0.733333333333
(6, 10.0, 0.225): 0.866666666667
(6, 10.0, 0.25): 0.6
(6, 10.0, 0.275): 0.666666666667
(6, 10.0, 0.3): 0.533333333333
(6, 100.0, 0.2): 0.666666666667
(6, 100.0, 0.225): 0.866666666667
(6, 100.0, 0.25): 0.666666666667
(6, 100.0, 0.275): 0.533333333333
(6, 100.0, 0.3): 0.533333333333
(7, 0.1, 0.3): 0.4
(7, 1.0, 0.2): 0.466666666667
(7, 1.0, 0.225): 0.666666666667
(7, 1.0, 0.25): 0.6
(7, 1.0, 0.275): 0.333333333333
(7, 1.0, 0.3): 0.4
(7, 10.0, 0.2): 0.533333333333
(7, 10.0, 0.225): 0.666666666667
(7, 10.0, 0.25): 0.666666666667
(7, 10.0, 0.275): 0.533333333333
(7, 10.0, 0.3): 0.533333333333
(7, 100.0, 0.2): 0.733333333333
(7, 100.0, 0.225): 0.533333333333
(7, 100.0, 0.25): 0.533333333333
(7, 100.0, 0.275): 0.6
(7, 100.0, 0.3): 0.466666666667
(8, 1.0, 0.2): 0.6
(8, 1.0, 0.225): 0.533333333333
(8, 1.0, 0.25): 0.4
(8, 1.0, 0.275): 0.666666666667
(8, 1.0, 0.3): 0.533333333333
(8, 10.0, 0.2): 0.466666666667
(8, 10.0, 0.225): 0.6
(8, 10.0, 0.25): 0.533333333333
(8, 10.0, 0.275): 0.666666666667
(8, 10.0, 0.3): 0.6
(8, 100.0, 0.2): 0.533333333333
(8, 100.0, 0.225): 0.666666666667
(8, 100.0, 0.25): 0.466666666667
(8, 100.0, 0.275): 0.6
(8, 100.0, 0.3): 0.6
(9, 1.0, 0.2): 0.466666666667
(9, 1.0, 0.225): 0.666666666667
(9, 1.0, 0.25): 0.4
(9, 1.0, 0.275): 0.6
(9, 1.0, 0.3): 0.666666666667
(9, 10.0, 0.2): 0.466666666667
(9, 10.0, 0.225): 0.733333333333
(9, 10.0, 0.25): 0.466666666667
(9, 10.0, 0.275): 0.6
(9, 10.0, 0.3): 0.466666666667
(9, 100.0, 0.2): 0.733333333333
(9, 100.0, 0.225): 0.6
(9, 100.0, 0.25): 0.6
(9, 100.0, 0.275): 0.6
(9, 100.0, 0.3): 0.8

Accuracy mean :0.3805194805194805
Std deviation :0.1300294837639771
Loss mean :0.6194805194805195
Std deviation :0.1300294837639771



Crisp_4dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 4
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Crisp
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 0.1, 0.25): 0.4
(1, 1.0, 0.275): 0.266666666667
(2, 10.0, 0.3): 0.333333333333
(3, 100.0, 0.25): 0.533333333333
(4, 10.0, 0.3): 0.266666666667
(5, 10.0, 0.275): 0.4
(6, 1.0, 0.25): 0.333333333333
(7, 0.1, 0.3): 0.333333333333
(8, 10.0, 0.225): 0.4
(9, 0.1, 0.3): 0.266666666667

Loss on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 0.1, 0.25): 0.6
(1, 1.0, 0.275): 0.733333333333
(2, 10.0, 0.3): 0.666666666667
(3, 100.0, 0.25): 0.466666666667
(4, 10.0, 0.3): 0.733333333333
(5, 10.0, 0.275): 0.6
(6, 1.0, 0.25): 0.666666666667
(7, 0.1, 0.3): 0.666666666667
(8, 10.0, 0.225): 0.6
(9, 0.1, 0.3): 0.733333333333

Accuracy mean :0.35333333333333333
Std deviation :0.07916228058025279
Loss mean :0.6466666666666667
Std deviation :0.07916228058025276

On TRAINING set

Accuracy on training set for every iteration (n_of_the_iter, c, sigma):
(0, 0.1, 0.25): 0.385185185185
(1, 1.0, 0.275): 0.385185185185
(2, 10.0, 0.3): 0.525925925926
(3, 100.0, 0.25): 0.540740740741
(4, 10.0, 0.3): 0.503703703704
(5, 10.0, 0.275): 0.407407407407
(6, 1.0, 0.25): 0.407407407407
(7, 0.1, 0.3): 0.562962962963
(8, 10.0, 0.225): 0.422222222222
(9, 0.1, 0.3): 0.57037037037
Loss on training set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 0.1, 0.25): 0.614814814815
(1, 1.0, 0.275): 0.614814814815
(2, 10.0, 0.3): 0.474074074074
(3, 100.0, 0.25): 0.459259259259
(4, 10.0, 0.3): 0.496296296296
(5, 10.0, 0.275): 0.592592592593
(6, 1.0, 0.25): 0.592592592593
(7, 0.1, 0.3): 0.437037037037
(8, 10.0, 0.225): 0.577777777778
(9, 0.1, 0.3): 0.42962962963

Accuracy mean :0.47111111111111115
Std deviation :0.0724412632793935
Loss mean :0.5288888888888889
Std deviation :0.07244126327939347

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 0.1, 0.225): 0.466666666667
(0, 0.1, 0.25): 0.533333333333
(0, 0.1, 0.275): 0.466666666667
(0, 0.1, 0.3): 0.4
(0, 1.0, 0.2): 0.4
(0, 1.0, 0.225): 0.466666666667
(0, 1.0, 0.25): 0.266666666667
(0, 1.0, 0.275): 0.333333333333
(0, 1.0, 0.3): 0.2
(0, 10.0, 0.2): 0.4
(0, 10.0, 0.225): 0.466666666667
(0, 10.0, 0.25): 0.133333333333
(0, 10.0, 0.275): 0.333333333333
(0, 10.0, 0.3): 0.266666666667
(0, 100.0, 0.2): 0.466666666667
(0, 100.0, 0.225): 0.333333333333
(0, 100.0, 0.25): 0.266666666667
(0, 100.0, 0.275): 0.4
(0, 100.0, 0.3): 0.4
(1, 0.1, 0.25): 0.266666666667
(1, 0.1, 0.3): 0.466666666667
(1, 1.0, 0.2): 0.0
(1, 1.0, 0.225): 0.266666666667
(1, 1.0, 0.25): 0.2
(1, 1.0, 0.275): 0.733333333333
(1, 1.0, 0.3): 0.0
(1, 10.0, 0.225): 0.466666666667
(1, 10.0, 0.25): 0.333333333333
(1, 10.0, 0.275): 0.0
(1, 10.0, 0.3): 0.0
(1, 100.0, 0.2): 0.0
(1, 100.0, 0.225): 0.333333333333
(1, 100.0, 0.25): 0.266666666667
(1, 100.0, 0.275): 0.333333333333
(1, 100.0, 0.3): 0.0
(2, 0.1, 0.275): 0.2
(2, 1.0, 0.2): 0.333333333333
(2, 1.0, 0.225): 0.133333333333
(2, 1.0, 0.25): 0.2
(2, 1.0, 0.275): 0.4
(2, 1.0, 0.3): 0.4
(2, 10.0, 0.2): 0.333333333333
(2, 10.0, 0.225): 0.333333333333
(2, 10.0, 0.25): 0.266666666667
(2, 10.0, 0.275): 0.4
(2, 10.0, 0.3): 0.466666666667
(2, 100.0, 0.2): 0.133333333333
(2, 100.0, 0.225): 0.266666666667
(2, 100.0, 0.25): 0.266666666667
(2, 100.0, 0.275): 0.133333333333
(2, 100.0, 0.3): 0.333333333333
(3, 1.0, 0.2): 0.2
(3, 1.0, 0.225): 0.2
(3, 1.0, 0.25): 0.466666666667
(3, 1.0, 0.275): 0.4
(3, 1.0, 0.3): 0.466666666667
(3, 10.0, 0.2): 0.266666666667
(3, 10.0, 0.225): 0.0666666666667
(3, 10.0, 0.25): 0.4
(3, 10.0, 0.275): 0.466666666667
(3, 10.0, 0.3): 0.333333333333
(3, 100.0, 0.2): 0.266666666667
(3, 100.0, 0.225): 0.333333333333
(3, 100.0, 0.25): 0.466666666667
(3, 100.0, 0.275): 0.333333333333
(3, 100.0, 0.3): 0.266666666667
(4, 0.1, 0.3): 0.333333333333
(4, 1.0, 0.225): 0.4
(4, 1.0, 0.25): 0.2
(4, 1.0, 0.275): 0.266666666667
(4, 1.0, 0.3): 0.466666666667
(4, 10.0, 0.225): 0.466666666667
(4, 10.0, 0.25): 0.4
(4, 10.0, 0.275): 0.333333333333
(4, 10.0, 0.3): 0.533333333333
(4, 100.0, 0.225): 0.466666666667
(4, 100.0, 0.25): 0.333333333333
(4, 100.0, 0.275): 0.2
(4, 100.0, 0.3): 0.466666666667
(5, 0.1, 0.3): 0.4
(5, 1.0, 0.2): 0.466666666667
(5, 1.0, 0.225): 0.466666666667
(5, 1.0, 0.25): 0.2
(5, 1.0, 0.275): 0.466666666667
(5, 1.0, 0.3): 0.2
(5, 10.0, 0.2): 0.333333333333
(5, 10.0, 0.225): 0.2
(5, 10.0, 0.25): 0.2
(5, 10.0, 0.275): 0.6
(5, 10.0, 0.3): 0.2
(5, 100.0, 0.2): 0.333333333333
(5, 100.0, 0.225): 0.133333333333
(5, 100.0, 0.25): 0.2
(5, 100.0, 0.275): 0.466666666667
(5, 100.0, 0.3): 0.2
(6, 0.1, 0.275): 0.466666666667
(6, 0.1, 0.3): 0.333333333333
(6, 1.0, 0.2): 0.533333333333
(6, 1.0, 0.225): 0.266666666667
(6, 1.0, 0.25): 0.6
(6, 1.0, 0.275): 0.266666666667
(6, 1.0, 0.3): 0.466666666667
(6, 10.0, 0.2): 0.266666666667
(6, 10.0, 0.225): 0.266666666667
(6, 10.0, 0.25): 0.466666666667
(6, 10.0, 0.275): 0.266666666667
(6, 10.0, 0.3): 0.4
(6, 100.0, 0.2): 0.2
(6, 100.0, 0.225): 0.266666666667
(6, 100.0, 0.25): 0.333333333333
(6, 100.0, 0.275): 0.333333333333
(6, 100.0, 0.3): 0.333333333333
(7, 0.1, 0.3): 0.533333333333
(7, 1.0, 0.2): 0.333333333333
(7, 1.0, 0.225): 0.4
(7, 1.0, 0.25): 0.533333333333
(7, 1.0, 0.275): 0.333333333333
(7, 1.0, 0.3): 0.466666666667
(7, 10.0, 0.2): 0.333333333333
(7, 10.0, 0.225): 0.2
(7, 10.0, 0.25): 0.266666666667
(7, 10.0, 0.275): 0.333333333333
(7, 10.0, 0.3): 0.333333333333
(7, 100.0, 0.225): 0.2
(7, 100.0, 0.25): 0.266666666667
(7, 100.0, 0.275): 0.333333333333
(7, 100.0, 0.3): 0.266666666667
(8, 0.1, 0.225): 0.333333333333
(8, 0.1, 0.3): 0.333333333333
(8, 1.0, 0.225): 0.4
(8, 1.0, 0.25): 0.2
(8, 1.0, 0.275): 0.2
(8, 1.0, 0.3): 0.466666666667
(8, 10.0, 0.225): 0.533333333333
(8, 10.0, 0.25): 0.266666666667
(8, 10.0, 0.275): 0.4
(8, 10.0, 0.3): 0.533333333333
(8, 100.0, 0.225): 0.466666666667
(8, 100.0, 0.25): 0.466666666667
(8, 100.0, 0.275): 0.4
(8, 100.0, 0.3): 0.333333333333
(9, 0.1, 0.3): 0.666666666667
(9, 1.0, 0.2): 0.266666666667
(9, 1.0, 0.225): 0.666666666667
(9, 1.0, 0.25): 0.333333333333
(9, 1.0, 0.3): 0.533333333333
(9, 10.0, 0.2): 0.333333333333
(9, 10.0, 0.225): 0.466666666667
(9, 10.0, 0.25): 0.533333333333
(9, 10.0, 0.3): 0.533333333333
(9, 100.0, 0.225): 0.666666666667
(9, 100.0, 0.25): 0.466666666667
(9, 100.0, 0.3): 0.533333333333

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 0.1, 0.225): 0.533333333333
(0, 0.1, 0.25): 0.466666666667
(0, 0.1, 0.275): 0.533333333333
(0, 0.1, 0.3): 0.6
(0, 1.0, 0.2): 0.6
(0, 1.0, 0.225): 0.533333333333
(0, 1.0, 0.25): 0.733333333333
(0, 1.0, 0.275): 0.666666666667
(0, 1.0, 0.3): 0.8
(0, 10.0, 0.2): 0.6
(0, 10.0, 0.225): 0.533333333333
(0, 10.0, 0.25): 0.866666666667
(0, 10.0, 0.275): 0.666666666667
(0, 10.0, 0.3): 0.733333333333
(0, 100.0, 0.2): 0.533333333333
(0, 100.0, 0.225): 0.666666666667
(0, 100.0, 0.25): 0.733333333333
(0, 100.0, 0.275): 0.6
(0, 100.0, 0.3): 0.6
(1, 0.1, 0.25): 0.733333333333
(1, 0.1, 0.3): 0.533333333333
(1, 1.0, 0.2): 1.0
(1, 1.0, 0.225): 0.733333333333
(1, 1.0, 0.25): 0.8
(1, 1.0, 0.275): 0.266666666667
(1, 1.0, 0.3): 1.0
(1, 10.0, 0.225): 0.533333333333
(1, 10.0, 0.25): 0.666666666667
(1, 10.0, 0.275): 1.0
(1, 10.0, 0.3): 1.0
(1, 100.0, 0.2): 1.0
(1, 100.0, 0.225): 0.666666666667
(1, 100.0, 0.25): 0.733333333333
(1, 100.0, 0.275): 0.666666666667
(1, 100.0, 0.3): 1.0
(2, 0.1, 0.275): 0.8
(2, 1.0, 0.2): 0.666666666667
(2, 1.0, 0.225): 0.866666666667
(2, 1.0, 0.25): 0.8
(2, 1.0, 0.275): 0.6
(2, 1.0, 0.3): 0.6
(2, 10.0, 0.2): 0.666666666667
(2, 10.0, 0.225): 0.666666666667
(2, 10.0, 0.25): 0.733333333333
(2, 10.0, 0.275): 0.6
(2, 10.0, 0.3): 0.533333333333
(2, 100.0, 0.2): 0.866666666667
(2, 100.0, 0.225): 0.733333333333
(2, 100.0, 0.25): 0.733333333333
(2, 100.0, 0.275): 0.866666666667
(2, 100.0, 0.3): 0.666666666667
(3, 1.0, 0.2): 0.8
(3, 1.0, 0.225): 0.8
(3, 1.0, 0.25): 0.533333333333
(3, 1.0, 0.275): 0.6
(3, 1.0, 0.3): 0.533333333333
(3, 10.0, 0.2): 0.733333333333
(3, 10.0, 0.225): 0.933333333333
(3, 10.0, 0.25): 0.6
(3, 10.0, 0.275): 0.533333333333
(3, 10.0, 0.3): 0.666666666667
(3, 100.0, 0.2): 0.733333333333
(3, 100.0, 0.225): 0.666666666667
(3, 100.0, 0.25): 0.533333333333
(3, 100.0, 0.275): 0.666666666667
(3, 100.0, 0.3): 0.733333333333
(4, 0.1, 0.3): 0.666666666667
(4, 1.0, 0.225): 0.6
(4, 1.0, 0.25): 0.8
(4, 1.0, 0.275): 0.733333333333
(4, 1.0, 0.3): 0.533333333333
(4, 10.0, 0.225): 0.533333333333
(4, 10.0, 0.25): 0.6
(4, 10.0, 0.275): 0.666666666667
(4, 10.0, 0.3): 0.466666666667
(4, 100.0, 0.225): 0.533333333333
(4, 100.0, 0.25): 0.666666666667
(4, 100.0, 0.275): 0.8
(4, 100.0, 0.3): 0.533333333333
(5, 0.1, 0.3): 0.6
(5, 1.0, 0.2): 0.533333333333
(5, 1.0, 0.225): 0.533333333333
(5, 1.0, 0.25): 0.8
(5, 1.0, 0.275): 0.533333333333
(5, 1.0, 0.3): 0.8
(5, 10.0, 0.2): 0.666666666667
(5, 10.0, 0.225): 0.8
(5, 10.0, 0.25): 0.8
(5, 10.0, 0.275): 0.4
(5, 10.0, 0.3): 0.8
(5, 100.0, 0.2): 0.666666666667
(5, 100.0, 0.225): 0.866666666667
(5, 100.0, 0.25): 0.8
(5, 100.0, 0.275): 0.533333333333
(5, 100.0, 0.3): 0.8
(6, 0.1, 0.275): 0.533333333333
(6, 0.1, 0.3): 0.666666666667
(6, 1.0, 0.2): 0.466666666667
(6, 1.0, 0.225): 0.733333333333
(6, 1.0, 0.25): 0.4
(6, 1.0, 0.275): 0.733333333333
(6, 1.0, 0.3): 0.533333333333
(6, 10.0, 0.2): 0.733333333333
(6, 10.0, 0.225): 0.733333333333
(6, 10.0, 0.25): 0.533333333333
(6, 10.0, 0.275): 0.733333333333
(6, 10.0, 0.3): 0.6
(6, 100.0, 0.2): 0.8
(6, 100.0, 0.225): 0.733333333333
(6, 100.0, 0.25): 0.666666666667
(6, 100.0, 0.275): 0.666666666667
(6, 100.0, 0.3): 0.666666666667
(7, 0.1, 0.3): 0.466666666667
(7, 1.0, 0.2): 0.666666666667
(7, 1.0, 0.225): 0.6
(7, 1.0, 0.25): 0.466666666667
(7, 1.0, 0.275): 0.666666666667
(7, 1.0, 0.3): 0.533333333333
(7, 10.0, 0.2): 0.666666666667
(7, 10.0, 0.225): 0.8
(7, 10.0, 0.25): 0.733333333333
(7, 10.0, 0.275): 0.666666666667
(7, 10.0, 0.3): 0.666666666667
(7, 100.0, 0.225): 0.8
(7, 100.0, 0.25): 0.733333333333
(7, 100.0, 0.275): 0.666666666667
(7, 100.0, 0.3): 0.733333333333
(8, 0.1, 0.225): 0.666666666667
(8, 0.1, 0.3): 0.666666666667
(8, 1.0, 0.225): 0.6
(8, 1.0, 0.25): 0.8
(8, 1.0, 0.275): 0.8
(8, 1.0, 0.3): 0.533333333333
(8, 10.0, 0.225): 0.466666666667
(8, 10.0, 0.25): 0.733333333333
(8, 10.0, 0.275): 0.6
(8, 10.0, 0.3): 0.466666666667
(8, 100.0, 0.225): 0.533333333333
(8, 100.0, 0.25): 0.533333333333
(8, 100.0, 0.275): 0.6
(8, 100.0, 0.3): 0.666666666667
(9, 0.1, 0.3): 0.333333333333
(9, 1.0, 0.2): 0.733333333333
(9, 1.0, 0.225): 0.333333333333
(9, 1.0, 0.25): 0.666666666667
(9, 1.0, 0.3): 0.466666666667
(9, 10.0, 0.2): 0.666666666667
(9, 10.0, 0.225): 0.533333333333
(9, 10.0, 0.25): 0.466666666667
(9, 10.0, 0.3): 0.466666666667
(9, 100.0, 0.225): 0.333333333333
(9, 100.0, 0.25): 0.533333333333
(9, 100.0, 0.3): 0.466666666667

Accuracy mean :0.3442265795206972
Std deviation :0.14125848232495836
Loss mean :0.6557734204793029
Std deviation :0.14125848232495836



Linear_4dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 4
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Linear
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.225): 0.8
(1, 100.0, 0.225): 0.666666666667
(2, 100.0, 0.25): 0.8
(3, 10.0, 0.225): 0.866666666667
(4, 10.0, 0.225): 0.333333333333
(5, 100.0, 0.275): 0.533333333333
(6, 1.0, 0.25): 0.666666666667
(7, 1.0, 0.25): 0.6
(8, 100.0, 0.225): 0.933333333333
(9, 1.0, 0.225): 0.933333333333

Loss on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.225): 0.2
(1, 100.0, 0.225): 0.333333333333
(2, 100.0, 0.25): 0.2
(3, 10.0, 0.225): 0.133333333333
(4, 10.0, 0.225): 0.666666666667
(5, 100.0, 0.275): 0.466666666667
(6, 1.0, 0.25): 0.333333333333
(7, 1.0, 0.25): 0.4
(8, 100.0, 0.225): 0.0666666666667
(9, 1.0, 0.225): 0.0666666666667

Accuracy mean :0.7133333333333333
Std deviation :0.18147543451754936
Loss mean :0.2866666666666667
Std deviation :0.18147543451754933

On TRAINING set

Accuracy on training set for every iteration (n_of_the_iter, c, sigma):
(0, 1.0, 0.225): 0.874074074074
(1, 100.0, 0.225): 0.851851851852
(2, 100.0, 0.25): 0.940740740741
(3, 10.0, 0.225): 0.807407407407
(4, 10.0, 0.225): 0.385185185185
(5, 100.0, 0.275): 0.681481481481
(6, 1.0, 0.25): 0.666666666667
(7, 1.0, 0.25): 0.674074074074
(8, 100.0, 0.225): 0.807407407407
(9, 1.0, 0.225): 0.851851851852
Loss on training set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.225): 0.125925925926
(1, 100.0, 0.225): 0.148148148148
(2, 100.0, 0.25): 0.0592592592593
(3, 10.0, 0.225): 0.192592592593
(4, 10.0, 0.225): 0.614814814815
(5, 100.0, 0.275): 0.318518518519
(6, 1.0, 0.25): 0.333333333333
(7, 1.0, 0.25): 0.325925925926
(8, 100.0, 0.225): 0.192592592593
(9, 1.0, 0.225): 0.148148148148

Accuracy mean :0.754074074074074
